objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
504,jsma2019_11_99.jpg,"Tea service with tray (teapot, water pot, creamer, sugar bowl)",Messulam Enrico di Alberto,ca. 1930s,,"Messulam Enrico di Alberto;Italian;.800 silver and wood;Milan, Italy","Milan, Italy",,,JSMA2019:11.99a-e,Image;StillImage,image/jpeg,Italian,.800 silver and wood,Creamer: H. 4-1/4 x W. 4-1/4 x D. 2-1/8 inches; sugar bowl: H. 5 x W. 6 x D. 3-3/8 inches; tall pot: H. 8 x W. 7 x D. 3-1/4 inches; short pot: H. 7 x W. 7-3/4 x D. 3-3/4 inches; tray: H. 1-1/2 x W. 21-3/4 x D. 13 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136154;type=101,N1662
471,jsma2014_39_46.jpg,Compote,"Petersen, Carl P.",ca. 1930,"Carl Poul Petersen began apprenticing with Georg Jensen in Denmark in 1908. In 1929 Petersen and his wife Inger, Jensen's daughter, emigrated to Canada, bringing Scandinavian style to the firm of Henry Birks & Sons Ltd. Petersen designed this compote (a dish used to serve nuts, fruits, or sweets) a year after relocating to Montreal. Petersen’s elegant design features a passage of floral beading that curves over the dish, inviting the viewer to enjoy the delights offered in the dish. In 1944 Peterson opened his own studio, which he ran with his sons Arno, John Paul, and Ole.","Petersen, Carl P.;Canadian;Sterling silver;Montreal, Canada","Montreal, Canada",,,JSMA2014:39.46,Image;StillImage,image/jpeg,Canadian,Sterling silver,overall: H. 7 1/4 x W. 7 1/4 in; H. 18.415 x W. 18.415 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111153;type=101,P0092
573,jsma2016_12_2.jpg,Three-Piece Condiment Set,"Doskow, Leonore",ca. 1980,Small three-piece condiments set with a pick and two spoons.,"Doskow, Leonore;American;Sterling silver;Montrose, New York","Montrose, New York",,,JSMA2016:12.2a-c,Image;StillImage,image/jpeg,American,Sterling silver,overall: 5-1/4 to 6 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119654;type=101,N0044
360,jsma2019_11_100.jpg,Bowl,Hayes and McFarland,early 20th century,,"Hayes and McFarland;American;Sterling silver;Mt. Vernon, New York","Mt. Vernon, New York",,,JSMA2019:11.100,Image;StillImage,image/jpeg,American,Sterling silver,H. 4 x Diam. 11-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136155;type=101,N1667
566,jsma2017_2_76.jpg,Cuff bracelet,Unknown,ca. 1990,,"Unknown;German;silver;Munich, Germany","Munich, Germany",,,JSMA2017:2.76,Image;StillImage,image/jpeg,German,silver,H. 2-9/16 x Diam. 2-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126821;type=101,N0409
30,jsma2016_12_125.jpg,Bracelet,Unknown,ca. 2000,,"Unknown;American;Oxidized silver, gold;New Jersey",New Jersey,,,JSMA2016:12.125,Image;StillImage,image/jpeg,American,"Oxidized silver, gold",7-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122405;type=101,N0478
490,jsma2019_11_143.jpg,Bowl,"Guild, Lurelle Van Arsdale; Kensington Inc.",1934,"Designed by American pioneer industrial designer Lurelle Guild for a new line of aluminum alloy giftware and domestic items manufactured by Kensington Ware (Kensington Inc.), a subsidary of Alcoa (Aluminum Company of America).","Guild, Lurelle Van Arsdale; Kensington Inc.;American;Aluminium, Lucite;New Kensington, PA","New Kensington, PA",,,JSMA2019:11.143,Image;StillImage,image/jpeg,American,"Aluminium, Lucite",H. 5-5/8 x Diam. 13-9/16 in,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138364;type=101,N0058
112,jsma2017_2_70.jpg,Spoon,A.B. Griswold & Co,early 20th century,,A.B. Griswold & Co;American;Sterling silver;New Orleans,New Orleans,,,JSMA2017:2.70,Image;StillImage,image/jpeg,American,Sterling silver,5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126287;type=101,N1058
571,jsma2014_38_4.jpg,Planter,"Zimmermann, Marie",ca. 1915,,"Zimmermann, Marie;American;Copper;New York",New York,40.782578,-73.960139,JSMA2014:38.4,Image;StillImage,image/jpeg,American,Copper,overall: H. 6 3/8 x W. 15 in; H. 16.1925 x W. 38.1 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27159;type=101,N0074
31,jsma2016_12_128.jpg,Bracelet,"Masaniello, Joseph",ca. 1940s-50s,,"Masaniello, Joseph;American;Sterling silver, chrysoprase;New York",New York,40.782578,-73.960139,JSMA2016:12.128,Image;StillImage,image/jpeg,American,"Sterling silver, chrysoprase",7-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122409;type=101,P0228
125,jsma2016_12_129.jpg,Bracelet,S.F. Myers & Co.,late 19th century,,"S.F. Myers & Co.;American;Gold, enamel;New York",New York,40.782578,-73.960139,JSMA2016:12.129,Image;StillImage,image/jpeg,American,"Gold, enamel",H. 2-5/8 x Diam. 2-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122410;type=101,No MGW number
304,jsma2017_2_28.jpg,Double candle holder,"Fisher, James",ca. 19th century,,"Fisher, James;American;Sterling silver;New York",New York,40.782578,-73.960139,JSMA2017:2.28,Image;StillImage,image/jpeg,American,Sterling silver,H. 3-1/2 x W. 8-3/4 x D. 3-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126346;type=101,NO MGW NUMBER
330,jsma2017_2_33.jpg,Salt cellar,S. Cottle & Co.,ca.1890,,S. Cottle & Co.;American;Sterling silver;New York,New York,40.782578,-73.960139,JSMA2017:2.33,Image;StillImage,image/jpeg,American,Sterling silver,Diam. 1-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126295;type=101,N1113
109,jsma2017_2_39.jpg,Spoon,Tiffany & Company,ca. 1880,,Tiffany & Company;American;Sterling silver;New York,New York,40.782578,-73.960139,JSMA2017:2.39,Image;StillImage,image/jpeg,American,Sterling silver,5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126333;type=101,NO MGW NUMBER
333,jsma2017_2_60.jpg,Lidded container,Wood & Hughes,ca. mid-late 1800s,,Wood & Hughes;American;Silver;New York,New York,40.782578,-73.960139,JSMA2017:2.60,Image;StillImage,image/jpeg,American,Silver,H. 4 x Diam. 2-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126389;type=101,NO MGW NUMBER
297,jsma2017_2_9.jpg,Ink blotter,Roycroft,early 20th century,,Roycroft;American;Copper;New York,New York,40.782578,-73.960139,JSMA2017:2.9,Image;StillImage,image/jpeg,American,Copper,H. 2-7/8 W. 5 x D. 2-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126382;type=101,NO MGW NUMBER
298,jsma2017_2_9.jpg,Ink blotter,Roycroft,early 20th century,,Roycroft;American;Copper;New York,New York,40.782578,-73.960139,JSMA2017:2.9,Image;StillImage,image/jpeg,American,Copper,H. 2-7/8 W. 5 x D. 2-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126382;type=101,T0059/S0170
586,jsma2019_11_137.jpg,Earrings (pair),"Berridge, Ruth",ca. 1950,,"Berridge, Ruth;American;Sterling silver;New York",New York,40.782578,-73.960139,JSMA2019:11.137,Image;StillImage,image/jpeg,American,Sterling silver,each: H. 1-1/2 x W. 2-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138366;type=101,N0555
582,jsma2019_11_66.jpg,Pill box,"Doskow, Leonore",ca. 1980,,"Doskow, Leonore;American;Sterling silver;New York",New York,40.782578,-73.960139,JSMA2019:11.66,Image;StillImage,image/jpeg,American,Sterling silver,H. 1/2 x W. 1-3/8 x D. 1-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136120;type=101,N1106
381,jsma2019_11_90.jpg,Bowl with red glass insert,Marcus & Co.,ca. 1910,Arts and Crafts red glass bowl held in hammered strapwork frame with figural blossoms.,Marcus & Co.;American;Sterling silver with glass insert;New York,New York,40.782578,-73.960139,JSMA2019:11.90,Image;StillImage,image/jpeg,American,Sterling silver with glass insert,H. 2-3/4 x Diam. 6-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136145;type=101,N1574
427,jsma2014_38_1.jpg,Canister,"Heinrichs, Joseph",ca. 1900,Small copper canister with visible hammer marks.,"Heinrichs, Joseph;American;Copper;New York, New York","New York, New York",40.782578,-73.960139,JSMA2014:38.1,Image;StillImage,image/jpeg,American,Copper,H. 4-1/2 x Diam. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27156;type=101,N1482
548,jsma2014_38_26.jpg,Coffee pot,"Heinrichs, Joseph",ca. 1910,"Joseph Heinrichs, a German immigrant, established a workshop in Manhattan in the early 1900s. Heinrichs worked primarily in copper, a favored material of Arts and Crafts designers. Rather than leave the copper surface blank, Heinrichs dimpled the body of the coffeepot with hammer marks. A comparison with another set by Joseph Heinrichs 2016:12.187a-e, demonstrates the designer’s versatile range in copperware.","Heinrichs, Joseph;American;Copper over stearling silver with wood;New York, New York","New York, New York",40.782578,-73.960139,JSMA2014:38.26,Image;StillImage,image/jpeg,American,Copper over stearling silver with wood,overall: H. 9 1/4 x W. 7 1/2 in; H. 23.495 x W. 19.05 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27181;type=101,N1560
361,jsma2014_39_12.jpg,Small bowl,"Magnussen, Erik",early 20th century,"In addition to Georg Jensen, Erik Magnussen  first brought Danish practices and modern styles to silver makers in America. In his designs, Magnussen used scrolling, beadwork, and forms derived from nature. He produced a number of products—ranging from tableware to furniture—that display simplicity and functional elegance in their designs. This small bowl used for nuts or candy embodies Magnussen’s minimalist style.","Magnussen, Erik;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,JSMA2014:39.12,Image;StillImage,image/jpeg,American,Sterling silver,H. 3 x W. 6-3/4 x W. 5-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111119;type=101,N0232
301,jsma2014_39_30.jpg,Candlesticks,"Fisher, James",ca. 1821-32,Two candlesticks with swirl base.,"Fisher, James;American;Silverplate;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2014:39.30a,b",Image;StillImage,image/jpeg,American,Silverplate,H. 5 x Diam. 4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111137;type=101,N1629
508,jsma2014_39_41.jpg,Coffee pot,Whiting Manufacturing Co.,ca. 1913,"Founded in Attleboro, Massachusetts, in 1866, Whiting Manufacturing Company became known for their Japanese-inspired silver designs. This coffee pot is from one of their later lines of silver, which featured more modern designs in an attempt to please contemporary consumers. Unfortunately, this strategy was not successful in keeping the company afloat. Gorham acquired the company in 1924 but continued to make silver under the Whiting name until 1926.","Whiting Manufacturing Co.;American;Sterling silver and wood;New York, New York","New York, New York",40.782578,-73.960139,JSMA2014:39.41,Image;StillImage,image/jpeg,American,Sterling silver and wood,H. 8 x W. 7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111148;type=101,P0060
269,jsma2016_12_100.jpg,Letter opener,"Heinrichs, Joseph",early 20th century,,"Heinrichs, Joseph;American;Copper, silver, oak;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.100,Image;StillImage,image/jpeg,American,"Copper, silver, oak",H. 1-3/4 x W. 11-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119765;type=101,NO NUMBER 3
407,jsma2016_12_107.jpg,Vase,Buenilum Aluminum,mid 20th century,Tall aluminum canister with handles.,"Buenilum Aluminum;American;Aluminum;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.107,Image;StillImage,image/jpeg,American,Aluminum,H. 10-7/8 x W. 6-3/4 x Diam. 3-9/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119772;type=101,NO NUMBER 10
95,jsma2016_12_15.jpg,Salad serving set,"Wilford, Olaf; Tiffany & Company",designed 1937; manufactured ca. 1955,"The pattern ""modern fruit and leaf decoration"" pattern was first designed in 1937 by Olaf Wilford (1894-1980). In 1939 matching bowl was produced for NY World's Fair. Serving set and bowl were displayed in the House of Jewels for this World's Fair. Although only produced into the 1950s, the pattern is extremely popular.","Wilford, Olaf; Tiffany & Company;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.15a,b",Image;StillImage,image/jpeg,American,Sterling silver,Fork: 9-5/8 inches; Spoon 9-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119668;type=101,N0171
562,jsma2016_12_187.jpg,Tea Service,"Heinrichs, Joseph",ca. 1900,,"Heinrichs, Joseph;American;Copper plated silver, brass, wood handles;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.187a-e,Image;StillImage,image/jpeg,American,"Copper plated silver, brass, wood handles",overall: H. 12 x W. 19 x D. 12 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122971;type=101,N1482
96,jsma2016_12_20.jpg,Serving fork and spoon,"Dweck, Stephen",1986,"Designer Stephen Dweck is best-known for his jewelry line sold in high-end department stores, such as Bergdorf Goodman’s and Neiman Marcus. Dweck began his career as a painter and sculptor, but in 1981, he decided to focus on creating fashion jewelry instead. He eventually created a limited home collection starting in 1986, which included these serving pieces. Intertwined vines and grapes leaves, seen here, decorate all the objects in his home collection. He created the naturalistic foliage and beetle from molds from specimens found in his garden. Dweck considers giving new life to old styles his specialty. He associates the beetle (a signature motif he named Adam) with ancient Egyptian scarabs and the vines with classical laurel victory wreaths.  Only 50 sets of this particular design were produced, and it is no longer in production.","Dweck, Stephen;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.20a,b",Image;StillImage,image/jpeg,American,Sterling silver,Fork: 10 inches; spoon: 9-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119673;type=101,N0207
97,jsma2016_12_21.jpg,Serving fork and spoon,Gorham Manufacturing Co.,ca. 1952-61,Large serving fork and spoon.,"Gorham Manufacturing Co.;American;Sterling silver, gilt;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.21a,b",Image;StillImage,image/jpeg,American,"Sterling silver, gilt",each: 8-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119674;type=101,N0208
242,jsma2016_12_23.jpg,Serving fork and spoon,Whiting Manufacturing Co.,ca. 1885-1926,"Whiting Manufacturing Company was known for their Japanese-inspired pieces, such as this serving set. The Lily of the Valley pattern references the floral designs of Japanese paintings and woodblock prints. The company was founded in 1866 in Attleboro, Massachusetts by William Dean Whiting. After a fire in 1875, the factory was moved to New York City, where it became one of the leading producers of sterling silver flatware, hollowware, and other decorative objects. The use of Japanese-inspired designs was a way to set Whiting apart from its main competitors, Gorham Manufacturing Company and Tiffany & Company. Unfortunately, this strategy was not successful in keeping the company afloat. Gorham acquired the company in 1924 but continued to make silver under the Whiting name until 1926.","Whiting Manufacturing Co.;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.23a,b",Image;StillImage,image/jpeg,American,Sterling silver,Fork: H. 1-1/2 x W. 12 inches; spoon: H. 2 x W. 11-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119676;type=101,N0213
520,jsma2016_12_3.jpg,Teapot,Buenilum Aluminum,ca. 1965,"In the 1930s, designers began to incorporate new materials like Lucite, a type of acrylic, into more traditional objects like this Buenilum teapot. A portmanteau of his last name and the word “aluminum,” German born designer Frederick Buehner’s company, Buenilum Aluminum, set out to produce affordable and well-crafted goods. Despite the use of modern materials, this teapot embodies the Arts and Crafts aesthetic of handicraft. The hammered aluminum surface on the body of the teapot suggests the workman’s touch.","Buenilum Aluminum;American;Aaluminum and lucite;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.3,Image;StillImage,image/jpeg,American,Aaluminum and lucite,H. 6-3/4 x W. 8 x D. 5 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119656;type=101,N0057
406,jsma2016_12_43.jpg,Pitcher,Buenilum Aluminum,ca. 1933-79,"The bulbous shape that characterizes this pitcher strays from the traditional design used by other artisans. The wooden side handle is also unusual, more commonly seen on tea pots, chocolate pots, or coffee pots rather than on pitchers.","Buenilum Aluminum;American;Aluminum and wood;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.43,Image;StillImage,image/jpeg,American,Aluminum and wood,H. 6 x W. 7 x Diam. 3-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119698;type=101,N0569
27,jsma2016_12_55.jpg,"""Torque"" Bangle","Tiffany & Company; Gehry, Frank",ca. 2008,"This diagonal square cuff bracelet was designed by the renowned architect Frank Gehry as part of the ""Torque Series"" and was sold by Tiffany & Company. Gehry began partnering with Tiffany & Company in 2003 and his jewlery designs were launched in 2006.","Tiffany & Company; Gehry, Frank;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.55,Image;StillImage,image/jpeg,American,Sterling silver,H. 1 x Diam. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119714;type=101,N0807
472,jsma2016_12_82.jpg,Candlesticks,Everlast Metal Products Corporation,ca. 1932-61,"The bottom of these candlesticks are inscribed with ""Hand-forged Everlast Metal,"" with anchor and arm.","Everlast Metal Products Corporation;American;Aluminum;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.82a,b",Image;StillImage,image/jpeg,American,Aluminum,each: H. 8-1/2 x W. 7-3/4 x D. 4-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119746;type=101,N1571
354,jsma2016_12_91.jpg,Covered dish,Buenilum Aluminum,ca. 1933-79,,"Buenilum Aluminum;American;Aluminum, wood;New York, New York","New York, New York",40.782578,-73.960139,JSMA2016:12.91,Image;StillImage,image/jpeg,American,"Aluminum, wood",H. 12-1/4 x Diam. 8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119755;type=101,P0216
104,jsma2016_12_99.jpg,Serving fork and spoon,"Black, Starr, & Frost",ca. 1929-40,,"Black, Starr, & Frost;American;Sterling silver;New York, New York","New York, New York",40.782578,-73.960139,"JSMA2016:12.99a,b",Image;StillImage,image/jpeg,American,Sterling silver,a: 10 inches; b: 10 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119763;type=101,N1146
247,jsma2019_11_71.jpg,Cocktail forks (set of 11),Whiting Manufacturing Co.,ca. 1885,"Seafood cocktail, set of 11 forks in Persian-style geometric patter desing (pattern No. 10),","Whiting Manufacturing Co.;American;Sterling silver, parcel gilt;New York, New York","New York, New York",40.782578,-73.960139,JSMA2019:11.71a-k,Image;StillImage,image/jpeg,American,"Sterling silver, parcel gilt",each: 5-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136125;type=101,N1167
73,jsma2016_12_53.jpg,Brooch (branched tree shape),Unknown,late 20th century,Delicate branched tree shaped pin.,Unknown;New Zealand;sterling silver;New Zealand,New Zealand,,,JSMA2016:12.53,Image;StillImage,image/jpeg,New Zealand,sterling silver,3-3/8 x 2-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119711;type=101,N0783
245,jsma2019_11_64.jpg,Serving fork,Scharling & Co.,ca. 1910,"Salad serving fork mongramed FMD, Scharling & Co. founded by John H. Scharling","Scharling & Co.;American;Sterling silver;Newark, New Jersey","Newark, New Jersey",,,JSMA2019:11.64,Image;StillImage,image/jpeg,American,Sterling silver,8-1/4 incjes,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136117;type=101,N1041
100,jsma2016_12_31.jpg,Bar set,"Pardon, Earl; Towle Silversmiths",1955,,"Pardon, Earl; Towle Silversmiths;American;Sterling silver handles with stainless steel and wood attachments, enamel terminals;Newburyport, Massachusetts","Newburyport, Massachusetts",,,JSMA2016:12.31a-d,Image;StillImage,image/jpeg,American,"Sterling silver handles with stainless steel and wood attachments, enamel terminals",Fork: 8 inches; bar knife: 9 inches; muddler: 6-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119684;type=101,N0225
416,jsma2014_38_18.jpg,Humidor,"Pearson, John",1906,"Copper humidor with hammered surface, hinged cover and clasp. Lid is decorated with riveted rims and chased motif of sitting dogs with vase and flowers. Front panel decorated with chased floral medallions.","Pearson, John;British;Copper with wood liner;Newlyn, Cornwall, England","Newlyn, Cornwall, England",,,JSMA2014:38.18,Image;StillImage,image/jpeg,British,Copper with wood liner,H. 4 -3/16 x W. 8 x D. 6-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27173;type=101,P0143
546,jsma2014_38_21.jpg,Charger,"Pearson, John",1896,Charger plate with chased motif of swimming fish in center well and exterior rim.,"Pearson, John;British;Copper;Newlyn, Cornwall, England","Newlyn, Cornwall, England",,,JSMA2014:38.21,Image;StillImage,image/jpeg,British,Copper,Diam. 15-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27176;type=101,N0938
558,jsma2014_38_7.jpg,Small tray,"Getz, Art; The Newlyn Industrial Class",ca. 1905,Copper tray with fish design made through chasing and repousse designed by Art Getz for Newlyn Industrial Class.,"Getz, Art; The Newlyn Industrial Class;British;copper;Newlyn, Cornwall, England","Newlyn, Cornwall, England",,,JSMA2014:38.7,Image;StillImage,image/jpeg,British,copper,H. 5/8 x W. 12 x D. 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27162;type=101,N0664
362,jsma2014_39_16.jpg,Footed bowl,"Sciarrotta, Alfredo; Black, Starr, & Frost",ca. 1960,,"Sciarrotta, Alfredo; Black, Starr, & Frost;American;Sterling silver;Newport, Rhode Island","Newport, Rhode Island",,,JSMA2014:39.16,Image;StillImage,image/jpeg,American,Sterling silver,H. 4 1/4 x Diam. 9 3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111123;type=101,N0811
376,jsma2017_2_23.jpg,Tobacco Leaf Dish,"Sciarrotta, Alfredo",ca. 1955,,"Sciarrotta, Alfredo;American;Sterling silver;Newport, Rhode Island","Newport, Rhode Island",,,JSMA2017:2.23,Image;StillImage,image/jpeg,American,Sterling silver,H. 8-1/4 x W. 4 x D. 1-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126341;type=101,NO MGW NUMBER
